web-scraper-order,web-scraper-start-url,title,title-href,news
"1589216044-99","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","Revenues of Chinese state-owned enterprises of central subordination decreased by 11.8% year on year to 6 trillion yuan (about $857.14 billion)."
"1589216177-235","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Now that the coronavirus epidemic is having a serious negative impact on the economies of many countries, economists are making the most unfavorable forecasts for the future."
"1589216217-325","https://financialnews.com/","","https://financialnews.com/news/covid-19/applicants-who-recover-from-covid-19-deemed-unfit-for-duty-in-us-army/","A few days earlier, a scanned document appeared on the Internet."
"1589216165-232","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","The International Energy Agency (IEA) has warned that the largest oil production cuts in history will not be enough to offset a huge drop in demand to levels not seen since 1995. Earlier this month, ExxonMobil decided to cut capital expenditures more seriously (by 30%, while other companies talked about a 20-25% reduction) and abandon active development in the Permian shale basin in the USA, which the company had previously considered as a priority project. In particular, the company intends to reduce the pace of drilling and well development."
"1589216212-315","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","The most popular miner of the last four years has been Bitmain’s Antminer S9. All of its versions fall in the range of 12-22 T/s, and the standard model generates 13.5 T/s. They are responsible for almost all of the computing power in the range of 12-14 T/s, which is 15-30% of the network’s hashrate."
"1589216177-268","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","This company came on the scene during the last major financial recession which lasted from 2007 to 2009."
"1589216129-179","https://financialnews.com/","Bitcoin miners mined four blocks in less than a minute on May 1","https://financialnews.com/news/crypto/bitcoin-miners-mined-four-blocks-in-less-than-a-minute/","Two weeks ago, the difficulty increased by 8.45%, reaching 15.96 T. This is close to the record value of 16.55 T, noted in early March."
"1589216044-100","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","Over 80% of central state-owned enterprises faced a decline in revenue for the quarter. But in March, most of them improved the result after resuming work: their revenue grew to the level of January 2020 – 2.2 trillion yuan."
"1589216044-105","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","In Q1, retail sales in China fell 19%. Industrial production during the same period fell by 8.4%. Previously, China also reported a sharp decline in exports and production activity."
"1589216034-87","https://financialnews.com/","COVID-19 making resurgence in China","https://financialnews.com/news/covid-19/covid-19-making-resurgence-in-china/","Mi Feng, spokesman for the China State Health Committee, said on Sunday that cases of local group infection were again recorded in China on May 9. During the day, 12 local cases of infection were recorded throughout the country, one in Wuhan and 11 in Jilin Province, which was the highest since March 11. All patients in Jilin Province are members of the same family and individuals who have had close contact with them."
"1589216222-337","https://financialnews.com/","","https://financialnews.com/news/crypto/bitcoin-price-crashes-below-9000-ahead-of-halving/","As can be seen in the screenshot, the vast majority of crypto assets dipped by more than 10% in the last 24 hours."
"1589216044-101","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","The utilization rate of production capacities in China’s industry fell to 67.3% from 75.9% in the same period of the previous year, the National Bureau of Statistics of China calculated."
"1589216044-94","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","The annual loan rate for first-class borrowers (LPR) was reduced from 4.05% to 3.85%, the five-year rate affecting the cost of mortgage loans was reduced from 4.75% to 4.65%."
"1589216199-305","https://financialnews.com/","","https://financialnews.com/news/markets/demand-for-virtual-babysitting-grows-exponentially-in-us/","The American firm called  The Babysitting Company was one of the first to notice the growing need for virtual childcare assistance."
"1589216145-197","https://financialnews.com/","6.6 million apply for unemployment  benefits in US","https://financialnews.com/news/goverment-politics/6-6-million-apply-for-unemployment-benefits-in-us/","Last month, the US economy lost 701 thousand jobs. Unemployment in March jumped from 3.5% to 4.4%, peaking since August 2017."
"1589216191-296","https://financialnews.com/","","https://financialnews.com/news/shell-announces-dividend-cut-for-the-first-time-since-wwii/","Shell said it would pay quarterly dividends of 16 cents per share, compared to 47 cents that it paid each quarter in 2019. The company has not cut dividends since the 1940s."
"1589216095-145","https://financialnews.com/","iPhone Vulnerability allows hackers to steal data from default email client...","https://financialnews.com/news/iphone-vulnerability-allows-hackers-to-steal-data-from-default-email-client-in-ios/","Hackers have already exploited it on devices running iOS 11, 12 and 13. Their victims were residents of North America, Japan, Saudi Arabia, Israel, Germany and other countries. Whether these users were harmed is not reported."
"1589216212-319","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","In the range of 16-26 T/s, the chances of surviving a halving and maintaining profitability are higher in the short term. Devices are suitable tariffs of 3-3.5 cents per kilowatt."
"1589216123-172","https://financialnews.com/","Craig Wright withdraws lawsuit against Adam Back","https://financialnews.com/news/crypto/craig-wright-withdraws-lawsuit-against-adam-back/","Recall that recently, Wright threatened with a new lawsuit, this time to the miners and operators of the Lightning Network nodes."
"1589216123-165","https://financialnews.com/","Craig Wright withdraws lawsuit against Adam Back","https://financialnews.com/news/crypto/craig-wright-withdraws-lawsuit-against-adam-back/","Australian entrepreneur Craig Wright, the self-proclaimed creator of Bitcoin, withdrew a lawsuit on defending honor and dignity to Blockstream CEO Adam Back and fully paid its legal expenses."
"1589216145-194","https://financialnews.com/","6.6 million apply for unemployment  benefits in US","https://financialnews.com/news/goverment-politics/6-6-million-apply-for-unemployment-benefits-in-us/","Analysts surveyed by Bloomberg, on average, predicted a decrease in the number of applications to 5.5 million."
"1589216186-285","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","Other measures aimed at saving the company’s funds include canceling the share buyback program, as well as reducing the remuneration of top managers from 10% to 30%."
"1589216034-89","https://financialnews.com/","COVID-19 making resurgence in China","https://financialnews.com/news/covid-19/covid-19-making-resurgence-in-china/","Earlier on Sunday, the epidemiological threat level in the Dongsihu area of ​​Wuhan, where there were no new infections since the beginning of April, was raised from low to high after one new case of infection was detected in the city, as well as 16 asymptomatic carriers."
"1589216165-229","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","Netflix made its way into the popular acronym FAANG (Facebook, Amazon, Apple, Netflix and Google), which on Wall Street denote the most popular and efficient American technology companies. Amazon and Netflix investors seem to have removed concerns about the impact of the pandemic on Netflix content production in the United States. It is worth noting that Disney suspended the production of new content and delayed the launch of blockbusters like Mulan or Black Widow."
"1589216165-228","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","The demand for streaming services was so huge that Netflix, Amazon Prime, YouTube, and the BBC agreed to lower video quality across Europe to ensure that broadband networks can cope with significantly higher levels of usage."
"1589216186-292","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","According to company forecasts, reducing dividends will help the company save $37 million per quarter."
"1589216150-207","https://financialnews.com/","Some States to Begin Reopening Within A Week","https://financialnews.com/news/states-to-begin-reopening/","In Texas, stores will soon re-open for retail to go, and medical procedures which were restricted will be able to resume. On April 20, Texas parks will reopen for recreational activity, so long as certain guidelines are followed by visitors. Schools in Texas are still expected to remain closed through the remainder of the school year."
"1589216129-177","https://financialnews.com/","Bitcoin miners mined four blocks in less than a minute on May 1","https://financialnews.com/news/crypto/bitcoin-miners-mined-four-blocks-in-less-than-a-minute/","The computing level of bitcoin reached a record level (136.3 EH/s) in early March, but then followed by a drop along with the collapse of the market."
"1589216129-173","https://financialnews.com/","Bitcoin miners mined four blocks in less than a minute on May 1","https://financialnews.com/news/crypto/bitcoin-miners-mined-four-blocks-in-less-than-a-minute/","Bitcoin miners mined four blocks in less than a minute on May 1"
"1589216177-264","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Then the Fed imposed more stringent restrictions in an attempt to reduce inflation."
"1589216222-338","https://financialnews.com/","","https://financialnews.com/news/crypto/bitcoin-price-crashes-below-9000-ahead-of-halving/","The total market capitalization is around $236 billion, the BTC dominance index is 66.9%."
"1589216067-110","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid rumors of dictator’s death"
"1589216199-307","https://financialnews.com/","","https://financialnews.com/news/markets/demand-for-virtual-babysitting-grows-exponentially-in-us/","“f they told me that we would do this, I would never believe it. This is a profession based on personal contact."
"1589216145-196","https://financialnews.com/","6.6 million apply for unemployment  benefits in US","https://financialnews.com/news/goverment-politics/6-6-million-apply-for-unemployment-benefits-in-us/","The number of American’s continuing to receive unemployment benefits for the week ending April 4 increased by 4.53 million to a record 12 million."
"1589216212-322","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","Halving will take place at block #630,000. It should be mined on May 12, if an abnormal production acceleration does not introduce adjustments."
"1589216217-329","https://financialnews.com/","","https://financialnews.com/news/covid-19/applicants-who-recover-from-covid-19-deemed-unfit-for-duty-in-us-army/","The US Army does not publish the exact number of infected military personnel, but it is known that more than 6,500 cases of infection were recorded at 150 military bases in all US states except Iowa, Indiana, Minnesota and Montana. It is unclear whether those who are ill will eventually be suspended from service."
"1589216073-135","https://financialnews.com/","Russian Prime Minister Mishustin infected with coronavirus and temporarily relieved of duty","https://financialnews.com/news/covid-19/russian-prime-minister-mishustin-infected-with-coronavirus-and-temporarily-relieved-of-duty/","In turn, Mishustin appealed to the Russians with a request to take their health as responsibly as possible during the May holidays."
"1589216177-262","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","As of 2019, the average number of viewers in prime time reaches about 1 million."
"1589216110-152","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","Priscilla Moriuchi, head of research at Recorded Future, pointed out the US Department of Justice’s report on two Chinese people charged with laundering more than $100 million in digital currencies."
"1589216158-217","https://financialnews.com/","Record levels of US public and corporate debt","https://financialnews.com/news/record-levels-of-us-public-and-corporate-debt/","We are definitely approaching the point of no return."
"1589216145-192","https://financialnews.com/","6.6 million apply for unemployment  benefits in US","https://financialnews.com/news/goverment-politics/6-6-million-apply-for-unemployment-benefits-in-us/","The number of American citizens applying for unemployment benefits for the first time in the week of April 11 was 5.245 million, according to the US Department of Labor."
"1589216186-279","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","Invesco is an American investment company, one of the largest in the world. The main region of activity is domestically in the US, however, the company is represented in more than 20 countries of the world, it serves customers in North America, Europe, the Middle East and the Asia-Pacific region."
"1589216110-162","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","Eisenman believes that the North Korean regime has gone so far ahead compared with Iran and Venezuela that the country has a network of technical universities and groups that train, in fact, state hackers."
"1589216110-160","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","“You must somehow pay intermediaries. It’s obvious that cryptocurrency is being used,”"
